MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,OBS/DÚVIDAS
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Colniza"",location=""deter-amz"",month=""9"",state=""MT"",year=""2020"") [HISTORY] No dia 13 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 4,15 km² em Colniza / Mato Grosso, acumulando 9 dias com alertas no mês na região.","O principal tipo foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","A principal causa do alerta diário gerado pelo INPE para Colniza foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] NEW_DEATHS(deaths=""3647"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""348934"") [HISTORY] Com 89.090 novos casos, o Brasil chega a 13.375.414 infectados pela doença.","Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.",O país chega a 33513 novos casos e o país contabiliza 33513 novos óbitos.,S,N,N,N,N,N,N,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""21.75"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","Neste mês de julho, a Unidade de Conservação que sofreu desmatamento recorde foi a FLORESTA NACIONAL DO JAMANXIM / Pará (21,75 km²).","A Unidade de Conservação onde teve mais desmatamento foi a FLORESTA NACIONAL DO JAMANXIM/PA (21,75 km2).",N,N,N,N,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS"",year=""2020"") [SEP] DAILY_ALERT(area=""1.58"",city=""None"",daily_accumulation=""11"",day=""9"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""15.57"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE gerou alerta para devastação (1,58 km²) causada por mineração, devido à ação de garimpos, no dia 9 de julho de 2020 na ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS / Pará - no mês já são 11 dias com alertas e 15,57 km² desmatar.","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (1,58 km2) causada por mineração, devido à ação de garimpos na floresta, no dia 9 de julho de 2020 na ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS / Pará - no mês já são 11 dias com alertas e 15,57 km2 desmatar.",N,N,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""43"",day=""4"",month=""1"",year=""2021"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.",O Instituto Nacional de Pesquisas Espaciais (INPE) identificou o Instituto Nacional de Pesquisas Espaciais (INPE) identificou a terra sem vegetação.,N,N,N,S,S,N,S,
"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.55"") [SEP] NEW_DEATHS(deaths=""1240"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""226383"") [HISTORY] [PARAGRAPH]","As mortes por #COVID19 no Brasil chegam a 226.383, com 1.240 novos óbitos, representando um crescimento diário de 0,55%.","Brasil registra novo recorde diário, com 1240 novos casos e 226383 novos casos de #COVID19.",N,N,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""29"",city=""SANTARÉM"",day=""12"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 345 focos de queimadas no território brasileiro.","SANTARÉM / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 29 focos de incêndio no dia.","SANTA RITA DE CÁSSIA / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 29 focos de incêndio no dia.",N,S,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,N,N,N,N,N,N,N,
"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","São registrados 82.558 novos casos de #COVID19 no país, totalizando 12.407.323 casos confirmados.","Com 82556 novos casos, o país chega a 12407323.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]","No total, o Brasil contabiliza 850.796 casos e 42.791 mortes pela doença.",Brasil registra recorde de casos de # COVID19.,N,N,N,S,S,N,N,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""2.12"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.68"") [HISTORY] [PARAGRAPH]","Nas últimas 24 horas, o número de infecções confirmadas teve aumento de 2,12% e o número de óbitos alta de 1,68%.",Brasil observa aumento de 6 % na quantidade de casos e de casos de # COVID19.,S,N,N,S,N,N,S,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",city=""CANARANA"",day=""11"",month=""2"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.","A cidade mais atingida foi a Amazônia, acumulando 12 focos de queimadas.",N,S,N,N,N,N,N,REVER
"[COVID19] [INTENTS] NEW_CASES(cases=""51733"",highest=""False"") [SEP] TOTAL_CASES(cases=""9602034"") [HISTORY] [PARAGRAPH]","Com 51.733 novos casos, o Brasil chega a 9.602.034 infectados pela doença.",Brasil registra recorde de casos de # COVID19.,N,N,N,S,N,N,N,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""2.29"") [SEP] NEW_CASES(cases=""43245"",highest=""False"") [SEP] TOTAL_CASES(cases=""1931204"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 74.262, com 1.341 novos óbitos, representando um aumento diário de 1,84%.","Os casos de infecção pelo vírus alcançam 1.931.204, uma alta diária de 2,29%, representada por 43.245 novos casos.","Os casos de infecção pelo vírus alcançam 9.245, uma alta diária de 2,72%, representada por um crescimento diário de 2,74%.",S,N,N,S,N,N,S,
"[DEFORESTATION_MONTH] [INTENTS] LAST_MONTH_VARIATION_DEFORESTATION(location=""deter-amz"",month=""7"",variation=""59.05"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","Comparado ao mês anterior, o desmatamento teve aumento de 59.05 km2 de área desmatada.",S,N,N,N,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""9"",state=""PA"",uc=""RESERVA EXTRATIVISTA MARINHA CUINARANA"",year=""2020"") [SEP] DAILY_ALERT(area=""0.0"",city=""None"",day=""12"",location=""deter-amz"",month=""9"",state=""PA"",uc=""RESERVA EXTRATIVISTA MARINHA CUINARANA"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais identificou desmatamento de 0 km² na RESERVA EXTRATIVISTA MARINHA CUINARANA / Pará no dia 12 de setembro de 2020 - a principal causa do alerta foi o desmatamento de solo exposto, que deixa a floresta sem nenhuma vegetação.","O principal tipo de degradação que gerou o alerta para Colíder / MT foi o desmatamento com solo exposto, deixando a terra sem nenhuma vegetação.",N,S,N,S,N,N,N,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""22"",day=""26"",month=""2"",year=""2021"") [HISTORY] No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.","Ao todo, no dia 26 de fevereiro de 2020, o INPE registrou 22 focos de queimadas no território brasileiro.","Ao todo, no dia 26 de fevereiro de 2020, o INPE registrou 22 focos de queimadas no território brasileiro.",N,N,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","PORTO MURTINHO / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 8 focos de incêndio no dia.","O município mais atingido foi Poconé/MT, com 8 focos de incêndio.",N,S,N,N,N,N,N,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""35.93"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","No mês de abril, a Unidade de Conservação mais afetada foi a FLORESTA NACIONAL DO JAMANXIM / Pará, com 35,93 km².","A Área Protegida onde mais aconteceu desmatamento foi a FLORESTA NACIONAL DO JAMANXIM / Pará ( 34, 93 ).",S,N,N,N,N,N,N,
"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.55"") [SEP] NEW_DEATHS(deaths=""1240"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""226383"") [HISTORY] [PARAGRAPH]","As mortes por #COVID19 no Brasil chegam a 226.383, com 1.240 novos óbitos, representando um crescimento diário de 0,55%.",Brasil observa aumento de 6 % na quantidade de mortos por # COVID19.,S,N,N,S,N,S,N,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""43"",day=""4"",month=""1"",year=""2021"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 43 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.32"",city=""Cumaru do Norte"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Cumaru do Norte / Pará foi o desmatamento com solo exposto, que remove totalmente a vegetação da floresta.","No total, 5,32 km² foram desmatados em Cumaru do Norte no mês de agosto.","O município de Cumaru do Norte / Pará soma 5,32 km2 desmatar no mês de agosto de 2020.",N,N,S,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""20"",city=""MOJU"",day=""16"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.","MOJU / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 20 focos de incêndio no dia.","No dia 16 de novembro de 2020, a Amazônia teve 20 focos de queimadas e foi o bioma mais atingido.",N,N,N,S,S,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""7"",city=""ACREÚNA"",day=""20"",month=""2"",state=""GOIÁS"",year=""2021"") [HISTORY] Hoje, 20 de fevereiro, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 48 focos de queimadas no bioma Cerrado.","A cidade mais atingida foi ACREÚNA, em GOIÁS, que teve 7 focos de queimadas.","A cidade mais atingida foi Poconé / MT, localizada no Pantanal, Pantanal, que registrou recorde de queimadas.",n,s,n,s,s,n,s,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""1.81"",city=""None"",location=""deter-amz"",month=""8"",state=""AC"",uc=""RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA"",year=""2020"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais (INPE) registrou alerta de desmatamento de 0,24 km² na RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA / Acre em 6 de agosto de 2020 - a RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA já teve 7 dias com alertas nesse mês.","Em agosto, a RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA acumula 1,81 km² de área desmatada.","A RESERVA EXTRATIVISTA DO CAZUMBÁ - IRACEMA / Acre já acumula 1, 81 de desmatamento no mês de agosto de 2020.",s,n,n,n,n,s,n,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Um total de 457, 45 de desmatamento na Amazônia Legal foi detectado no mês de julho de 2020 pelo Instituto Nacional de Pesquisas Espaciais ( INPE ).",s,n,n,n,n,s,n,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","CAUSE_1, foi o principal tipo, com AREA_1.","PIRATINI / RIO GRANDE DO SUL, em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio no dia.",N,N,N,N,N,N,N,erro na reference
"[COVID19] [INTENTS] TOTAL_CASES(cases=""1866176"") [SEP] TOTAL_DEATHS(deaths=""72151"") [HISTORY] [PARAGRAPH]",O Brasil alcança 1.866.176 casos confirmados e 72.151 mortes por #COVID19.,"No total, são registradas 18366176 casos e 72151 mortes por #COVID19 no Brasil.",s,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""4091801"") [SEP] TOTAL_DEATHS(deaths=""125584"") [HISTORY] [PARAGRAPH]","São registrados, no total, 125.584 mortes e 4.091.801 casos de #COVID19 no Brasil.","Brasil contabiliza 42 mortes por #COVID19 no total, o Brasil contabiliza 79841 casos e contabiliza 435 novos casos e contabiliza 435 mortes por #COVID19.",S,N,N,N,N,N,S,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Caatinga"",cases=""22"",city=""SANTA QUITÉRIA"",day=""13"",month=""11"",state=""CEARÁ"",year=""2020"") [HISTORY] O bioma mais atingido foi a Caatinga, que registrou 675 focos de queimadas.","A cidade mais atingida foi SANTA QUITÉRIA / CEARÁ, localizada na Caatinga, que registrou 22 focos de incêndio.","A cidade mais atingida foi SANTA QUITÉRIA / CEARÁ, localizada na Caatinga, que registrou 22 focos de incêndio.",N,N,N,N,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Sao Felix do Xingu"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa para o desmatamento na região foi mineração, devido à ação de garimpos na floresta.","O principal tipo foi mineração, associada à atividade de garimpo.",N,N,N,N,N,N,N,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","O Instituto Nacional de Pesquisas Espaciais ( INPE ) informou que foram desmatados 324 de floresta da Amazônia Legal, em dezembro de 2019",S,S,N,S,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Borba"",location=""deter-amz"",month=""6"",state=""AM"",year=""2020"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Borba / Amazonas, no dia 4 de junho de 2020, somando 0,81 km², e a região acumulou 5 dias com alertas no mês.","A principal causa de desmatamento foi o desmatamento de solo exposto, que deixa a floresta sem nenhuma vegetação.","O desmatamento com solo exposto, deixando a terra sem vegetação, foi a principal causa de desmatamento.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""5496402"") [SEP] TOTAL_DEATHS(deaths=""159033"") [HISTORY] [PARAGRAPH]","São registrados, no total, 159.033 mortes e 5.496.402 casos de #COVID19 no Brasil.",Brasil registra recorde de casos de # COVID19.,N,N,N,S,S,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""2"",city=""CERRO AZUL"",day=""25"",month=""12"",state=""PARANÁ"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.",A Amazônia teve 70 focos de queimadas e foi o bioma mais atingido no dia 20 de outubro de 2020,S,N,N,S,S,N,N,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.39"",city=""Sena Madureira"",daily_accumulation=""6"",day=""22"",location=""deter-amz"",month=""7"",state=""AC"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 22 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 4,39 km² em Sena Madureira / Acre, acumulando 6 dias com alertas no mês na região.","Segundo o Instituto Nacional de Pesquisas Espaciais, Sena Madureira / Acre teve alertas de desmatamento no dia 22 de julho de 2020 que somaram 4, 39.",N,N,N,S,N,S,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Caatinga"",cases=""22"",city=""SANTA QUITÉRIA"",day=""13"",month=""11"",state=""CEARÁ"",year=""2020"") [HISTORY] O bioma mais atingido foi a Caatinga, que registrou 675 focos de queimadas.","A cidade mais atingida foi SANTA QUITÉRIA / CEARÁ, localizada na Caatinga, que registrou 22 focos de incêndio.","SANTA QUITÉRIA / CEARÁ, na Caatinga, foi a cidade mais atingida, acumulando 22 focos de incêndio.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]","Ao todo, foram contabilizados 9.550.301 casos e 232.248 mortes.",Brasil contabiliza 232247 casos e 232247 mortes por #COVID19 no Brasil.,S,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""4091801"") [SEP] TOTAL_DEATHS(deaths=""125584"") [HISTORY] [PARAGRAPH]","São registrados, no total, 125.584 mortes e 4.091.801 casos de #COVID19 no Brasil.","No total, o Brasil contabiliza 4. 754. 088 casos e 150. 658 mortes pela doença.",s,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""1866176"") [SEP] TOTAL_DEATHS(deaths=""72151"") [HISTORY] [PARAGRAPH]",O Brasil alcança 1.866.176 casos confirmados e 72.151 mortes por #COVID19.,O Brasil alcança 1.866.176 casos confirmados e 72.151 mortes por #COVID19.,N,N,N,N,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS"",year=""2020"") [SEP] DAILY_ALERT(area=""1.58"",city=""None"",daily_accumulation=""11"",day=""9"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""15.57"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE gerou alerta para devastação (1,58 km²) causada por mineração, devido à ação de garimpos, no dia 9 de julho de 2020 na ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS / Pará - no mês já são 11 dias com alertas e 15,57 km² desmatar.","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (1,58 km²) causada por mineração, devido à ação de garimpos, no dia 9 de julho de 2020",N,S,N,N,N,N,N,
