MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,DÚVIDAS/obs
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly restaurant on the riverside near the Raja Indian Cuisine offering Indian food.,Wildwood is a family friendly restaurant on the riverside near the Raja Indian Cuisine offering Indian food.,n,n,s,n,n,n,s,
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a restaurant that serves English cuisine. It is a kid friendly restaurant located on the riverside near the Rainbow Vegetarian Café.,Blue Spice is a family friendly restaurant located near Rainbow Vegetarian Café.,n,n,n,s,n,n,n,
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]","The Mill is a family-friendly, low price range restaurant serving English food. It is located in the town centre near Café Rouge and has a low customer rating.",The Mill is a family-friendly restaurant located in the city centre near Café Rouge. It serves English food for less than £20 but has a low customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]",A kid friendly restaurant is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,The Cricketers is a high rated restaurant near Express by Holiday Inn. It is children friendly.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","In riverside near the Express by Holiday Inn is an average family friendly Indian restaurant called The Punter, that is not only cheap but family friendly.",The Punter is a cheap Indian restaurant in the riverside area near Express by Holiday Inn. It is family friendly and has an average customer rating.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Punter, near Express by Holiday Inn is an Italian restaurant with a price range of £20-25, and was given a high customer rating but is not kid-friendly.",The Punter is a Italian restaurant located in the city centre near Express by Holiday Inn. It has a high customer rating and is not kid friendly. The price range is £20-25.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a restaurant that offers Japanese food for more than £30. It is located in the city centre near Raja Indian Cuisine and is not child friendly.,The Wrestlers is a Japanese restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and costs more than 30 pounds.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Burger King]",Burger King is near the coffee shop Blue Spice which has an average customer rating.,Blue Spice is a coffee shop near Burger King with an average customer rating.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Punter restaurant is low priced and rated three stars. It is located in the City center close to Rainbow Vegetarian Café. It offers the family fine dining experience.,The Punter is a family friendly restaurant located near Rainbow Vegetarian Café. It is cheap and has an average customer rating.,n,n,n,s,n,n,n,
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]","Close by Burger King, is Zizzi. An average rated coffee shop.",Zizzi is a coffee shop near Burger King with an average customer rating.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, located in the city centre, near Raja Indian Cuisine, is a Japanese pub and pub. It is children friendly with a price range of more than £30.","The Wrestlers, located in the city centre, near Raja Indian Cuisine, is a Japanese pub and pub. It is children friendly with a price range of more than £30.",n,n,n,n,n,n,s,
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",There is a 5 out of 5 customer rated child friendly coffee shop located near a Crowne Plaza Hotel called The Cricketers.,There is a 5 out of 5 customer rated child friendly coffee shop located near a Crowne Plaza Hotel called The Cricketers.,n,n,n,n,n,n,n,
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","In the riverside area near Raja Indian Cuisine is, The Waterman. A restaurant serving Indian food. A not so family friendly restaurant with meals less than £20.",The Waterman is an Indian restaurant in the riverside area near Raja Indian Cuisine. It is not family friendly and has a price range of less than £20.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","In the high price range, The Vaults is a child friendly restaurant serving Indian food in city centre near Raja Indian Cuisine.",The Vaults is a high priced Indian restaurant in the city centre near Raja Indian Cuisine. It is children friendly.,n,n,n,n,n,n,n,
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]","In the city centre you will find a moderately priced Fast food pub called The Mill. It is located near Café Sicilia, is not kid friendly and has a customer rating of 1 out of 5.",The Mill is a fast food pub located in the city centre near Café Sicilia. It has a moderate price range and a customer rating of 1 out of 5. It is not kid friendly.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Punter is a restaurant type restaurant located in the city centre with a high price, with a bad kids friendly atmosphere. It offers English food and is located near Raja Indian Cuisine.",The Punter is a high priced English restaurant in the city centre near Raja Indian Cuisine. It is not children friendly.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly restaurant with a price range of £20 - £25.",The Wrestlers is a Japanese restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and has a price range of £20-25.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]",The Cricketers is a one star restaurant near the Ranch. It is not family friendly.,The Cricketers is a restaurant located near Ranch. It has a low customer rating and is not family friendly.,n,n,n,n,n,n,n,
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The coffee shop Clowns that is near Crowne Plaza Hotel has ratings of 5 out of 5.,The coffee shop Clowns that is near Crowne Plaza Hotel has ratings of 5 out of 5.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood near Raja Indian Cuisine in the riverside area is a child friendly Italian pub,Wildwood is a pub that serves Italian food. It is located in the riverside area near Raja Indian Cuisine and is kid friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly restaurant that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a kid friendly restaurant near the Crowne Plaza Hotel. It has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a pub which serves Chinese food is located in the center of the city near the Raja Indian Cuisine. It serves Chinese food and is considered family friendly with a price range of less than £20.,The Punter is a family friendly pub located in the city centre near the Raja Indian Cuisine. It serves Chinese food for less than £20.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]","The Cricketers is an average rated coffee shop close to Café Sicilia, not for children",The Cricketers is a coffee shop near Café Sicilia. It has an average customer rating and is not family - friendly.,n,n,n,n,n,s,n,"hifenização family-friendly"""
"name[Wildwood], eatType[coffee shop], area[riverside]",A coffee shop named Wildwood is located at the riverside.,Wildwood is a coffee shop located in the riverside area.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], customer rating[average], near[Burger King]",Burger King is near the pub Blue Spice which has an average customer rating.,Burger King is near the pub Blue Spice which has an average customer rating.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[coffee shop], area[riverside]",A coffee shop named Wildwood is located at the riverside.,Wildwood is a coffee shop located in the riverside area.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Located near the river and the Crowne Plaza, Giraffe is an adult only restaurant offering spirits and appetizers.",Giraffe is a French restaurant located in riverside near Raja Indian Cuisine. It is not family-friendly.,n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], customer rating[high], near[Burger King]",Near Burger King there is a highly rated pub named Cocum.,Cocum is a pub near Burger King with a high customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]","The Cricketers, a highly rated restaurant near Crowne Plaza Hotel, is not family-friendly.",The Cricketers is a restaurant located near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family-friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Crowne Plaza Hotel]",Crowne Plaza Hotel has a coffee shop nearby with an average customer rating called Blue Spice.,There is a coffee shop near the Crowne Plaza Hotel called Blue Spice. It has an average customer rating.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Burger King]",Burger King is near the coffee shop Blue Spice which has an average customer rating.,The Blue Spice coffee shop is located near Burger King. It has an average customer rating.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], customer rating[low], near[Café Sicilia]","Cocum, a coffee shop with a low customer rating, is near Café Sicilia.",Cocum is a coffee shop near Café Sicilia with a low customer rating.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Punter restaurant is low priced and rated three stars. It is located in the City center close to Rainbow Vegetarian Café. It offers the family fine dining experience.,The Punter is a cheap Italian restaurant in the riverside area near Rainbow Vegetarian Café. It is family friendly and has an average customer rating.,n,n,n,n,n,n,n,
